"연도별","농축수산물","공업제품","내구재","섬유제품","출판물","석유류","의약품","기타","집세","유치원납입금","고등학교납입금","전문대학납입금","국공립대학교납입금","사립대학교납입금","국공립대학원납입금","사립대학원납입금","보육시설이용료","독서실비","문화강습료","초등학생학원비","중학생학원비","고등학생학원비","음악학원비","미술학원비","운동학원비","전산학원비","가정학습지","이러닝이용료","학교보충교육비","취업학원비","외국어학원비","운동강습료","혼인율"
"2012. 06",99.868,96.919,101.664,92.476,91.143,134.055,"99.313999999999993",84.585,93.073,123.219,100,101.64,101.162,100.936,100.728,97.197,107.851,99.905,"102.449",93.264,"92.53",92.528,89.596,92.999,91.254,91.047,99.618,"97.519000000000005","83.153000000000006",94.671,94.432,96.781,1625
"2012. 07",99.353,95.986,101.469,92.476,91.355,128.845,"97.406999999999996",83.41,93.188,123.219,100,101.64,101.162,100.936,100.728,97.197,107.851,99.905,"102.449",94.9,"93.19",92.528,91.219,93.86,91.254,91.047,99.618,"97.519000000000005","83.153000000000006",95.104,94.432,96.781,1077
"2012. 08",99.905,96.587,101.305,92.468,91.355,131.744,"97.64",84.017,93.399,123.219,100,101.64,101.162,100.936,100.728,97.197,107.851,99.905,"102.449",94.9,"93.415000000000006",92.528,92.85,93.86,91.254,91.047,99.618,"97.519000000000005","83.153000000000006",95.565,94.432,96.781,960
"2012. 09",105.492,97.313,101.346,92.459,91.432,135.516,"97.63",84.767,93.54,123.219,100,101.115,101.162,100.936,100.728,97.197,107.851,99.905,"102.449",94.9,"93.415000000000006",92.528,92.85,93.86,91.254,91.047,99.618,"97.519000000000005","83.153000000000006",95.565,94.798,96.781,1326
"2012. 10",104.167,97.206,100.997,92.459,91.976,135.102,"97.721999999999994",84.357,93.69,123.219,100,101.115,101.162,100.936,100.728,97.197,107.851,99.905,"102.449",94.9,"93.415000000000006",92.528,92.85,93.86,91.254,91.047,99.618,"97.519000000000005","83.153000000000006",95.565,94.798,96.781,2088
"2012. 11",100.816,97.062,101.305,93.745,91.959,131.249,"97.721999999999994",84.775,93.752,123.219,100,101.115,101.162,100.936,100.728,97.197,107.851,99.905,"105.944",94.9,"93.415000000000006",92.528,92.85,93.86,91.254,91.047,99.618,"97.519000000000005","83.153000000000006",96.025,94.798,96.781,1984
"2012. 12",102.335,97.116,101.438,93.753,92.138,130.697,"97.700999999999993",84.672,93.831,123.219,100,101.115,101.162,100.936,100.728,97.197,107.851,99.905,"105.944",94.9,"94.084000000000003",92.528,92.85,93.86,92.777,92.246,99.618,"98.933999999999997","83.153000000000006",96.025,95.511,96.781,1673
"2013. 01",105.566,97.062,102.177,93.753,92.554,130.398,"97.762",83.781,93.893,123.219,100,101.115,101.162,100.936,100.728,97.197,107.851,99.905,"105.944",94.9,"94.507999999999996",94.098,94.506,96.444,92.777,92.246,101.067,"98.933999999999997","83.153000000000006",96.485,96.626,96.781,1314
"2013. 02",106.818,97.439,101.982,93.778,92.554,131.732,"97.762",85.059,93.955,123.219,100,101.115,101.162,100.936,100.728,97.197,107.851,99.905,"105.944",94.9,"94.507999999999996",94.098,94.506,96.444,92.777,93.445,101.067,"98.933999999999997","83.153000000000006",95.565,97.705,96.781,1036
"2013. 03",103.964,97.699,101.613,93.821,93.311,133.848,"97.903999999999996",84.846,93.981,89.448,100,100.108,100.966,100.219,100.427,97.976,85.099,99.905,"105.944",94.9,"95.05",95.812,96.17,98.269,94.291,98.832,101.067,"98.933999999999997","86.004999999999995",95.565,98.205,96.781,1785
"2013. 04",103.467,97.08,101.182,93.804,93.328,131.376,"97.903999999999996",83.015,94.034,89.448,100,100.108,100.966,100.219,100.427,97.976,85.099,99.905,"105.944",94.9,"95.05",95.812,96.17,98.269,94.291,98.832,101.067,"98.933999999999997","86.004999999999995",95.862,98.205,97.854,1549
"2013. 05",102.234,97.242,100.884,94.717,93.328,127.741,"98.036000000000001",84.325,94.131,90.333,100,100.108,100.966,100.219,100.427,97.976,85.099,99.905,"105.944",94.9,"95.05",95.812,96.17,98.269,94.291,98.832,101.067,"98.933999999999997","86.004999999999995",96.765,98.205,97.854,1692
"2013. 06",100.844,97.412,101.274,95.013,94.45,127.408,"98.066000000000003",84.357,94.308,90.333,100,100.108,100.966,100.219,100.427,97.976,85.099,99.905,"105.944",95.882,"95.05",96.511,96.17,98.269,94.291,98.832,101.067,"98.933999999999997","86.004999999999995",96.765,97.937,97.854,1504
"2013. 07",100.743,97.286,101.336,95.038,94.765,129.225,"97.61",82.652,94.361,90.333,100,100.108,100.966,100.219,100.427,97.976,85.099,99.905,"105.944",95.882,"95.05",96.511,96.17,98.269,94.291,98.832,101.067,"98.933999999999997","86.004999999999995",97.018,97.937,97.854,1050
"2013. 08",104.802,97.017,101.223,95.013,94.765,130.341,"97.661000000000001",84.001,94.511,90.333,100,100.108,100.966,100.219,100.427,97.976,85.099,99.905,"105.944",95.882,"95.05",96.511,96.17,98.269,94.291,98.832,101.067,"98.933999999999997","86.004999999999995",97.018,97.937,97.854,1001
"2013. 09",104.305,97.968,101.438,95.038,94.765,129.363,"97.397000000000006",84.783,94.722,90.472,100,100.098,100.966,100.219,100.427,97.976,85.099,99.905,"105.944",95.882,"95.05",96.511,96.17,98.269,94.291,98.832,101.781,"98.933999999999997","89.165999999999997",97.117,95.957,97.854,1186
"2013. 10",99.739,98.04,101.962,95.038,94.952,127.684,"97.519000000000005",84.988,95.066,90.472,100,100.098,100.966,100.219,100.427,97.976,85.099,99.905,"105.944",95.882,"95.05",96.511,96.17,98.269,94.291,98.832,101.781,"98.933999999999997","89.165999999999997",97.117,94.807,97.854,2098
"2013. 11",96.462,98.685,101.654,97.973,94.952,126.258,"97.509",85.95,95.357,90.472,100,100.098,100.966,100.219,100.427,97.976,85.099,99.905,"106.88200000000001",95.882,"95.05",96.511,96.17,98.269,94.291,98.832,101.781,"98.933999999999997","89.165999999999997",97.631,94.807,97.854,2000
"2013. 12",96.692,98.515,100.915,97.854,95.326,126.683,"97.519000000000005",85.09,95.595,90.472,100,100.098,100.966,100.219,100.427,97.976,85.099,101.754,"106.88200000000001",95.882,"95.230999999999995",96.511,96.17,98.269,94.291,100,101.781,"98.933999999999997","89.165999999999997",97.631,94.807,97.854,1795
"2014. 01",99.03,98.614,101.613,97.973,95.326,128.282,"97.427000000000007",84.767,96.001,90.472,100,100.098,100.966,100.219,100.427,97.976,85.099,101.754,"106.88200000000001",98.146,"96.287999999999997",96.511,97.825,98.269,95.822,100,101.781,"98.933999999999997","91.043000000000006",98.011,96.243,97.854,1209
"2014. 02",100.485,99.071,101.459,97.88,95.335,127.787,"98.269000000000005",85.801,96.001,90.472,100,100.098,100.966,100.219,100.427,97.976,85.099,101.754,"106.88200000000001",98.146,"96.287999999999997",96.511,97.825,98.269,95.822,100,101.781,"98.933999999999997","91.043000000000006",98.011,96.243,97.854,1212
"2014. 03",99.886,99.286,101.469,97.795,95.853,127.638,"98.3",86.029,96.177,95.989,100,99.993,100.266,100.017,100.126,99.344,94.548,101.754,"106.88200000000001",98.146,"96.287999999999997",96.511,97.825,98.269,95.822,100,101.781,"98.933999999999997","103.09399999999999",98.101,96.243,97.854,1716
"2014. 04",98.957,98.963,101.1,97.711,95.768,127.028,"98.126999999999995",85.816,96.424,95.989,100,99.993,100.266,100.017,100.126,99.344,94.548,101.754,"106.88200000000001",98.146,"96.287999999999997",96.511,97.825,98.269,95.822,100,101.781,"98.933999999999997","97.548000000000002",98.101,96.243,97.854,1640
"2014. 05",99.408,99.394,101.264,98.294,96.338,126.752,"98.766000000000005",86.416,96.654,95.989,100,99.993,100.266,100.017,100.126,99.344,94.548,101.754,"106.88200000000001",98.146,"96.287999999999997",96.511,97.825,98.269,97.344,100,101.781,"98.933999999999997","97.548000000000002",97.424,96.243,97.854,1748
"2014. 06",98.165,99.349,100.915,98.954,96.338,125.614,"98.623999999999995",86.116,96.715,95.989,100,99.993,100.266,100.017,100.126,99.344,94.548,101.754,"103.38800000000001",98.146,"96.287999999999997",96.901,97.825,98.269,98.858,100,101.781,"98.933999999999997","97.548000000000002",97.424,97.17,97.854,1414
"2014. 07",97.125,99.358,100.648,98.954,97.197,125.211,"98.704999999999998",85.974,96.857,95.989,100,99.993,100.266,100.017,100.126,99.344,94.548,101.754,"103.38800000000001",98.146,"96.287999999999997",96.901,97.825,98.269,98.858,100,101.781,"98.933999999999997","97.548000000000002",96.72,96.537,97.854,958
"2014. 08",99.132,99.241,100.546,98.954,97.154,123.98,"98.725999999999999",86.053,97.068,95.989,100,99.993,100.266,100.017,100.126,99.344,94.548,101.754,"103.38800000000001",98.146,"97.146000000000001",96.901,97.825,98.269,98.858,100,101.781,"98.933999999999997","97.548000000000002",96.72,96.537,97.854,940
"2014. 09",99.785,99.053,100.176,99.063,97.154,121.749,"98.786000000000001",86.953,97.218,95.989,100,99.983,100.266,100.017,100.126,99.344,94.548,101.754,"106.76300000000001",98.146,"97.146000000000001",97.835,97.825,98.269,98.858,100,101.781,"98.933999999999997","99.45",96.521,97.571,97.854,1207
"2014. 10",97.3,98.99,100.227,99.063,97.154,119.518,"99.090999999999994",86.826,97.474,95.989,100,99.983,100.266,100.017,100.126,99.344,94.548,101.754,"106.76300000000001",98.146,"97.146000000000001",97.835,97.825,98.269,98.858,100,99.286,"98.933999999999997","99.45",96.63,97.571,97.854,1903
"2014. 11",96.204,98.784,99.766,100.171,96.993,116.091,"99.141000000000005",86.945,97.694,95.989,100,99.983,100.266,100.017,100.126,99.344,94.548,101.754,"106.76300000000001",98.146,"97.146000000000001",97.835,97.825,98.269,98.858,100,99.286,"98.933999999999997","99.45",98.751,97.571,97.854,1651
"2014. 12",97.235,98.363,99.54,100.044,99.297,111.605,"98.978999999999999",87.071,97.994,95.989,100,99.983,100.266,100.017,100.126,99.344,94.548,101.754,"102.898",98.146,"97.146000000000001",97.835,97.825,98.269,98.858,100,99.286,"98.933999999999997","99.45",99.843,97.723,97.854,1653
"2015. 01",99.43,100.05,100.61,99.85,99.36,100.97,"99.75",99.56,98.7,96.07,100,99.98,100.22,100.02,100.12,99.37,94.92,100,"102.57",98.42,"98.81",100.48,97.9,100,98.92,100,99.3,"99.65","100.54",98.6,98.62,100,1274
"2015. 02",101.56,99.5,100.66,99.54,99.74,96.5,"99.74",100,98.91,96.07,100,99.98,100.22,100.02,100.12,99.37,94.92,100,"102.57",98.42,"98.81",100.48,97.9,100,98.92,100,99.3,"99.65","100.54",99.34,98.74,100,947
"2015. 03",99.85,100.16,100.44,99.53,99.74,100.83,"100.13",100.43,99.23,100.79,100,100,99.96,100,99.98,100.12,101.02,100,"99.7",98.42,"98.81",100.48,99.46,100,98.92,100,99.3,"99.65","100.54",99.52,98.74,100,1702
"2015. 04",99.34,99.81,99.73,99.61,100.07,100.96,"100.07",98.96,99.4,100.79,100,100,99.96,100,99.98,100.12,101.02,100,"99.7",98.42,"98.81",100.48,99.46,100,100.36,100,99.3,"99.65","102.53",99.52,100.06,100,1483
"2015. 05",101.37,100.34,99.85,99.82,100.07,102.78,"100.12",99.99,99.71,100.79,100,100,99.96,100,99.98,100.12,101.02,100,"99.7",98.42,"99.75",99.76,99.46,100,100.36,100,99.35,"99.65","102.53",100.07,99.47,100,1678
"2015. 06",100.39,100.55,100.05,99.91,100.07,104.58,"100.14",99.97,100,100.79,100,100,99.96,100,99.98,100.12,101.02,100,"99.47",101.13,"100.89",99.76,99.46,100,100.36,100,99.35,"99.65","99.05",100.07,99.94,100,1295
"2015. 07",99.5,100.54,99.97,99.82,100.07,103.92,"100.14",99.66,100.26,100.79,100,100,99.96,100,99.98,100.12,101.02,100,"99.47",101.13,"100.89",99.76,101.06,100,100.36,100,99.35,"99.65","99.05",100.56,99.94,100,964
"2015. 08",101.38,100.42,100.48,99.95,100.12,101.75,"99.95",100.39,100.49,100.79,100,100,99.96,100,99.98,100.12,101.02,100,"98.97",101.13,"100.64",99.76,101.06,100,100.36,100,99.35,"99.65","99.05",101.06,100.37,100,968
"2015. 09",101.28,99.76,99.5,99.93,100.12,99.2,"100",100.16,100.54,100.79,100,100,99.96,100,99.98,100.13,101.02,100,"99.47",101.13,"100.64",99.76,101.06,100,100.36,100,101.35,"99.65","99.05",99.65,101.02,100,1282
"2015. 10",99.33,99.68,99.46,99.92,100.12,97.9,"100",100.01,100.75,100.79,100,100,99.96,100,99.98,100.13,101.02,100,"99.47",101.13,"100.64",99.76,101.06,100,100.36,100,101.35,"99.65","99.05",100.84,101.02,100,1968
"2015. 11",96.76,99.67,99.6,101.11,100.12,96.11,"100",100.21,100.93,100.79,100,100,99.96,100,99.98,100.13,101.02,100,"99.47",101.13,"100.64",99.76,101.06,100,100.36,100,101.35,"101.74","99.05",101.29,101.02,100,1792
"2015. 12",99.82,99.52,99.66,101.01,100.39,94.49,"99.95",100.68,101.09,100.79,100,100,99.96,100,99.98,100.13,101.02,100,"99.47",101.13,"100.64",99.76,101.06,100,100.36,100,101.35,"101.74","99.05",99.47,101.02,100,1765
"2016. 01",101.58,99.06,100.4,100.97,100.39,91.16,"99.84",99.68,101.26,100.79,100,100,99.96,100,99.98,100.13,101.02,100,"99.03",101.13,"102.05",102.45,102.53,100,103.32,100,101.35,"101.74","99.05",98.11,101.44,101.79,1178
"2016. 02",105.76,98.82,99.54,101,100.44,88.28,"99.84",101.15,101.43,100.79,100,100,99.96,100,99.98,100.13,101.02,100,"99.03",101.13,"102.05",102.45,102.53,100,103.32,98.44,101.35,"101.74","99.05",99.36,101.44,101.79,996
"2016. 03",102.86,98.85,99.69,101.15,100.44,87.47,"99.69",101.22,101.58,98.27,100,99.99,99.67,100.03,99.81,100.66,105.04,100,"102.12",102.8,"101.33",102.45,104.18,102.47,104.82,98.44,101.66,"101.74","99.05",100.92,101.44,101.79,1504
"2016. 04",102.58,99.33,100.95,101.15,100.62,88.17,"99.78",101.41,101.66,98.27,100,99.99,99.67,100.03,99.81,100.66,105.04,100,"98.77",102.8,"101.33",102.45,104.18,102.47,106.5,98.44,101.66,"101.74","99.05",100.92,101.44,101.79,1484
"2016. 05",100.54,99.55,100.87,101.67,100.62,90.07,"99.66",101.41,101.86,98.27,100,99.99,99.67,100.03,99.81,100.66,105.04,100,"98.77",102.8,"101.33",102.45,104.18,102.47,106.5,98.44,101.66,"101.74","102.98",100.92,101.44,101.79,1519
"2016. 06",98.62,100.08,101,101.66,100.62,94.6,"99.64",101.48,102.05,98.27,100,99.99,99.67,100.03,99.81,100.66,105.04,100,"98.77",103.58,"101.33",102.45,104.18,102.47,106.5,98.44,101.66,"101.74","102.98",101.59,101.44,101.79,1292
"2016. 07",98.97,99.92,101.53,101.64,100.48,94.81,"99.68",100.95,102.18,98.27,100,99.99,99.67,100.03,99.81,100.66,105.04,100,"98.77",103.58,"101.33",102.45,104.18,102.47,106.5,98.44,101.66,"101.74","102.98",99.28,101.44,101.79,983
"2016. 08",101.07,99.82,101.7,101.64,100.48,93.25,"99.51",100.84,102.24,98.27,100,99.99,99.67,100.03,99.81,100.66,105.49,100,"98.77",103.58,"101.33",102.45,104.18,102.47,106.5,98.44,101.66,"101.74","102.98",101.74,101.44,101.79,952
"2016. 09",108.73,99.87,101.83,101.66,100.48,92.62,"99.53",101.2,102.37,98.27,100,100.03,99.67,100.02,99.81,100.97,105.49,99.1,"98.77",103.58,"101.33",102.45,104.18,102.47,106.5,98.44,101.66,"101.74","102.98",102.46,101.44,101.79,1077
"2016. 10",105.67,100,101.62,101.89,100.48,92.83,"99.5",100.86,102.64,98.27,100,100.03,99.67,100.02,99.81,100.97,105.49,99.1,"98.77",103.58,"101.33",102.45,104.18,102.47,106.5,98.44,101.66,"101.74","102.98",102.07,101.44,101.79,1868
"2016. 11",104.58,100.04,100.29,102.46,101.02,93.83,"99.5",100.98,102.8,98.27,100,100.03,99.67,100.02,99.81,100.97,105.49,99.1,"98.77",103.58,"101.33",102.45,104.18,102.47,106.5,98.44,101.66,"101.74","102.98",99.33,101.44,101.79,1760
"2016. 12",106.72,100.23,100.65,102.38,101.18,95.52,"99.49",101.14,102.96,98.27,100,100.03,99.67,100.02,99.81,100.97,105.49,99.1,"98.77",103.58,"101.33",102.45,104.18,102.47,106.5,98.44,101.66,"101.74","102.98",100.53,101.44,101.79,1479
"2017. 01",110.71,100.96,101.05,102.4,101.33,99.34,"99.25",100.47,103.03,98.27,100,100.03,99.67,100.02,99.8,100.97,105.5,99.1,"98.75",103.58,"101.35",102.45,104.18,102.47,106.51,98.44,101.66,"101.74","102.98",102.03,103,101.79,1087
"2017. 02",111.08,101.3,101.54,102.5,102.18,100.51,"99.05",101.25,103.27,98.27,100,100.03,99.67,100.02,99.8,100.97,105.5,99.1,"98.75",103.58,"101.35",103.08,104.18,102.47,106.51,98.44,101.66,"101.74","102.98",102.11,103,101.79,1159
"2017. 03",108.76,101.14,101.14,102.52,102.18,100.16,"99.07",101.33,103.63,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,99.1,"98.75",103.58,"103.55",103.08,104.18,102.47,108.39,98.44,101.66,"101.74","102.98",104.87,103,101.79,1348
"2017. 04",107.1,100.85,101.64,102.54,102.18,98.53,"99.22",99.96,103.65,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,100.85,"99.84",103.58,"103.55",103.08,104.18,102.47,108.39,99.76,101.66,"101.74","102.98",105.64,103,101.79,1447
"2017. 05",105.76,101.09,101.85,102.95,102.18,98.24,"99.43",100.89,103.89,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"99.84",103.58,"103.55",103.08,104.18,102.47,108.39,99.76,101.66,"101.74","102.98",105.64,103.64,101.79,1471
"2017. 06",104.87,101.04,101.76,102.95,103.34,96.84,"99.43",101.69,103.98,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"101.01",103.58,"103.55",103.08,104.18,102.47,108.39,99.76,101.66,"101.74","102.98",105.89,104.29,101.79,1099
"2017. 07",104.38,100.62,101.74,102.9,102.49,94.6,"99.49",100.51,104.16,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"101.01",103.58,"103.55",103.08,104.18,102.47,108.39,99.76,101.66,"101.74","102.98",105.4,104.69,101.79,729
"2017. 08",109.95,100.85,101.55,102.64,102.49,96.39,"99.51",101.49,104.3,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"101.01",103.58,"103.55",103.08,104.18,102.47,108.39,99.76,101.66,"101.74","102.98",105.88,104.69,101.79,739
"2017. 09",112.25,101.09,101.84,102.69,102.49,98.13,"99.49",101.31,104.34,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"101.01",103.58,"103.55",103.08,104.18,102.47,108.39,99.76,101.66,"101.74","102.98",105.7,104.69,101.79,1185
"2017. 10",107.34,101.56,101.9,102.81,102.49,100.56,"99.22",101.69,104.39,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"101.01",103.58,"103.55",103.08,104.18,102.47,108.39,99.76,101.66,"101.74","102.98",105.13,104.69,101.79,1705
"2017. 11",103.77,101.35,101.52,103.51,102.49,101.85,"99.21",100.39,104.5,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"101.01",103.58,"103.55",103.08,104.18,102.47,108.39,99.76,101.66,"101.74","102.98",106.96,104.69,101.79,1757
"2017. 12",107.3,101.45,101.23,103.51,102.78,103.11,"99.22",100.97,104.55,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"101.01",103.58,"103.55",103.08,104.18,102.47,109.97,99.76,101.66,"101.74","102.98",106.96,104.69,101.79,1509
"2018. 01",109.87,101.42,101.21,103.53,102.78,103.65,"99.03",99.78,104.66,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"101.01",103.58,"103.88",104.04,105.7,105.95,111.45,99.76,101.66,"101.74","102.98",108.07,105.27,101.79,1139
"2018. 02",115.45,101.8,100.98,103.83,102.78,104.56,"99.18",101.13,104.98,99.58,100,100.01,98.99,99.95,99.35,101.58,108.03,101.77,"101.01",103.58,"103.88",104.04,105.7,105.95,111.45,99.76,101.94,"101.74","102.98",108.32,105.13,101.79,854
"2018. 03",111.04,101.9,101.72,103.6,102.36,103.65,"99.44",101.03,105.03,101.2,100,100.21,97.96,99.48,99.35,102.53,94.64,101.77,"102.45",103.58,"103.88",104.04,105.7,105.95,111.45,99.76,101.94,"101.74","102.98",109.69,105.13,101.79,1333
"2018. 04",110.86,101.97,101.95,103.61,102.42,102.71,"99.27",101.51,105.15,101.2,100,100.21,97.96,99.48,99.35,102.53,94.64,100.17,"102.45",103.58,"103.88",104.04,107.24,105.95,112.95,99.76,101.94,"101.74","102.98",109.23,105.13,101.79,1242
"2018. 05",109.51,102.45,102.43,103.6,102.42,105.25,"99.27",101.82,105.28,101.2,100,100.21,97.96,99.48,99.35,102.53,84.68,100.17,"102.45",103.58,"103.88",104.04,107.24,105.95,114.46,99.76,101.94,"101.74","102.98",109.78,105.5,101.79,1338
"2018. 06",107.81,102.82,101.85,103.6,102.69,107.96,"99.27",101.8,105.27,101.2,100,100.21,97.96,99.48,99.35,102.53,84.68,100.17,"102.45",103.58,"103.88",104.04,107.24,105.95,114.46,99.76,101.94,"101.74","102.98",109.78,105.5,101.79,1162
"2018. 07",108.06,102.33,100.99,103.54,104.34,107.65,"99.3",101.53,105.27,101.2,100,100.21,97.96,99.48,99.35,102.53,84.68,100.17,"102.45",103.58,"103.88",104.04,107.24,105.95,114.46,99.76,102.23,"101.74","102.98",107.23,105.69,101.79,833
"2018. 08",117.76,102.44,100.81,103.54,104.34,108.12,"99.3",101.6,105.26,101.2,100,100.21,97.96,99.48,99.35,102.53,80.66,100.17,"102.45",103.58,"103.88",104.04,107.24,105.95,114.46,99.76,102.23,"101.74","102.98",107.23,105.69,101.79,870
"2018. 09",123.88,102.51,100.93,103.6,104.34,108.98,"99.07",101.55,105.47,101.2,100,100.21,97.96,99.48,99.35,102.53,80.66,100.17,"102.45",103.58,"103.88",104.04,107.24,105.95,114.46,99.76,102.23,"101.74","102.98",108.55,105.69,101.79,1100
"2018. 10",118.47,103.08,101.1,103.67,104.4,112.68,"99.22",101.64,105.51,101.2,100,100.21,97.96,99.48,99.35,102.53,80.66,101.03,"102.45",103.58,"103.88",104.04,107.24,105.95,114.46,99.76,102.23,"101.74","102.98",109.73,105.69,101.79,1787
"2018. 11",113.85,102.55,100.66,103.99,104.75,108.09,"99.35",101.79,105.53,101.2,100,100.21,97.96,99.48,99.35,102.53,80.66,101.03,"102.45",103.58,"103.88",104.04,107.24,105.95,114.46,99.76,102.23,"101.74","102.98",108.32,105.69,101.79,1669
"2018. 12",114.71,101.51,100.63,103.99,104.83,98.55,"99.05",101.85,105.57,101.2,100,100.21,97.96,99.48,99.35,102.53,80.66,101.03,"102.45",103.58,"103.88",104.04,107.24,105.95,114.46,99.76,102.23,"101.74","102.98",108.66,105.69,101.79,1523
